subject_id,T1_1 Country,T1_1 County,T1_1 State/Province,T3_1 Locality,T4_1 Other Notes,T6_1 Collector,T8_1 Begin Month,T9_1 Begin Day,T10_1 Begin Year,T13_1 End Month,T14_1 End Day,T15_1 End Year,T19_1 Associated Plant or Plant Host,T20_1 Trap Type,T21_1 Determined By (Det. as),T22_1 Date of Determination,T23_1 Sex,T26_1 Elevation,Filename
81432317,United States of America,Los Angeles,California,Tapia Park,Andrena (Melandrena) sola; U.C.L.A.Coll. Accessioned L.A.C.M. 1965; Andrena (Melandrena) sola Viereck,,4 - April - IV,18,1953,,,,,,Bouseman & LaB.,,,,LACMENT592251_“had_lbs”.jpg
81432319,United States of America,Los Angeles,California,San Gabriel Mountains,Andrena (Melandrena) sola; No. 721; Andrena (Melandrena) sola Viereck,R.S. Erdmann,5 - May - V,12,1957,,,,,,Bouseman & LaB,May 12th 1957,,,LACMENT592252_“had_lbs”.jpg
81432321,United States of America,Ventura,California,Ojai,Andrena (Melandrena) sola; Andrena (Melandrena) sola Viereck,,5 - May - V,6,1939,,,,,,Bouseman & LaB.,,,,LACMENT592253_“had_lbs”.jpg
81432323,United States of America,Los Angeles,California,Tanbark Flat,Andrena (Melandrena) sola; Andrena (Melandrena) sola Viereck,"A. Menke, Jr.",6 - June - VI,18,1956,,,,,,Bouseman & LaB.,,,,LACMENT592254_“had_lbs”.jpg
81432325,United States of America,Los Angeles,California,Beverly Glen,Andrena (Melandrena) sola; U.C.L.A.Coll. Accessioned L.A.C.M. 1965; Andrena (Melandrena) sola Viereck,R.X. Schick,6 - June - VI,13,1957,,,,,,Bouseman & LaB.,,,,LACMENT592255_“had_lbs”.jpg
81432326,United States of America,Tulare,California,Kaweah,Andrena (Melandrena) sola; Acc. No. 1058; Andrena sola Vier. Timb. det.; Andrena (Melandrena) sola Viereck,F. T. Scott,4 - April - IV,25,1939,,,,,,Bouseman & LaB.,,,,LACMENT592256_“had_lbs”.jpg
81432328,United States of America,Contra Costa,California,Mt. Diablo,Andrena (Melandrena) sola; U.C.L.A.Coll. Accessioned L.A.C.M. 1965,GE:RM Bohart,4 - April - IV,24,1937,,,,,,,,,,LACMENT592257_“had_lbs”.jpg
81432330,United States of America,Napa,California,Monticello Dam,Andrena (Melandrena) sola; Andrena (Melandrena) sola Viereck,R.L. Westcott,4 - April - IV,28,,,,1989,,,Bouseman & LaB.,,,,LACMENT592258_“had_lbs”.jpg
81432332,Mexico,,Baja California,"Nr. La Zapopica, Valle de Trinidad",Andrena (Melandrena) sola; Andrena (Melandrena) sola Viereck,F. S. Truxal,4 - April - IV,9,1961,4 - April - IV,14,1961,,,Bouseman & LaB.,,,,LACMENT592259_“had_lbs”.jpg
81432333,Mexico,,Baja California,Nr. La Zapopita Valle de Trinidad,Andrena (Melandrena) sola; Andrena (Melandrena) sola Viereck,F. S. Truxal,4 - April - IV,9,1961,4 - April - IV,14,1961,,,Bouseman & LaB.,,,,LACMENT592260_“had_lbs”.jpg
81432335,Mexico,Ensenada,Baja California,Nr. La Zapopita Valle de Trinidad,Andrena (Melandrena) sola; Andrena (Melandrena) sola Viereck,F. S. Truxal,4 - April - IV,9,1961,4 - April - IV,14,1961,,,Bouseman & LaB.,,,,LACMENT592261_“had_lbs”.jpg
81432337,United States of America,Santa Barbara,California,"Cachuma Cmp. Grnd., Los Padres Natl. Forest",Andrena (Melandrena) sola; Andrena (Melandrena) sola Viereck,"C. George, R. R. Snelling",5 - May - V,24,1976,5 - May - V,25,1976,On flowers of Rhamnus californica,,W. E. LaBerge,,,,LACMENT592262_“had_lbs”.jpg
81432339,United States of America,San Benito,California,"Bitterwater, 5 mi. S",Andrena (Melandrena) sola; Andrena (Melandrena) sola Viereck,C. W. O'Brien,4 - April - IV,1,1959,,,,,,W. E. LaBerge,,,,LACMENT592263_“had_lbs”.jpg
81432341,United States of America,San Joaquin,California,Corral Hollow 8 mi. SW Tracy,Andrena (Melandrena) sola; Andrena (Melandrena) sola Viereck,G. I. Stage,4 - April - IV,2,1960,,,,,,W. E. LaBerge,,,,LACMENT592264_“had_lbs”.jpg
81432343,United States of America,San Benito,California,Pinnacles N.M.,Andrena (Melandrena) sola; Andrena (Melandrena) sola Viereck,D.C. Rentz,4 - April - IV,9,1960,,,,,,W. E. Laberge,,,,LACMENT592265_“had_lbs”.jpg
81432346,United States of America,Alameda,California,"Tesla Rd., 10 mi. E Livermore",Andrena (Melandrena) sola; Andrena (Melandrena) sola Viereck,R.R.Snelling,4 - April - IV,30,1961,,,,Raphanus,,W. E. LaBerge,,,,LACMENT592266_“had_lbs”.jpg
81432348,United States of America,Alameda,California,"Tesla Rd., 10 mi. E Livermore",Andrena (Melandrena) sola; Andrena (Melandrena) sola Viereck,R. R. Snelling,4 - April - IV,30,1961,,,,Raphanus,,W. E. LaBerge,,,,LACMENT592267_“had_lbs”.jpg
81432351,United States of America,Los Angeles,California,Littlerock,Andrena (Melandrena) sola; Andrena (Melandrena) sola Viereck,,6 - June - VI,7,1955,,,,,,W. E. LaBerge,,,,LACMENT592268_“had_lbs”.jpg
81432352,United States of America,,California,Oak Grove,Andrena (Melandrena) sola; Andrena (Melandrena) sola Viereck,AL Melander,5 - May - V,8,1948,,,,,,W.E. LaBerge,,,,LACMENT592269_“had_lbs”.jpg
81432354,United States of America,San Diego,California,LkCuyamaca,Andrena (Melandrena) sola; Andrena (Melandrena) sola Viereck,Almelander,7 - July - VII,5,1945,,,,,,W. E. LaBerge,,,,LACMENT592270_“had_lbs”.jpg
81432355,United States of America,Los Angeles,California,Malibu Creek,Andrena (Melandrena) sola; Andrena (Melandrena) sola Viereck,,4 - April - IV,21,1973,,,,,,W.E. LaBerge,,,,LACMENT592271_“had_lbs”.jpg
81432357,United States of America,Los Angeles,California,Placerita Canyon Park,Andrena (Melandrena) sola; Andrena (Melandrena) sola Viereck,Frank T. Hovore,4 - April - IV,4,1974,,,,,,W.E. LaBerge,,,,LACMENT592272_“had_lbs”.jpg
81432359,United States of America,Los Angeles,California,Franklin Canyon,Andrena (Melandrena) sola; Andrena sola Vier.,S. Ziff,4 - April - IV,24,1966,,,,,,R. R. Snelling,,♀,,LACMENT592273_“had_lbs”.jpg
81432360,United States of America,,California,Mt. Diablo,Andrena (Melandrena) sola,J K Windsor,4 - April - IV,20,1952,,,,,,,,,,LACMENT592274_“had_lbs”.jpg
81432362,United States of America,Riverside,California,"I-15 & Indian Truck Trail, 12 mi S Corona",Andrena (Melandrena) sola,R. R. Snelling,4 - April - IV,26,1985,,,,On flowers of Hemizonia fasciculata,,,26 / April / 1985,,,LACMENT592275_“had_lbs”.jpg
81432365,United States of America,Stanislaus,California,Del Puerto Cyn.,Andrena (Melandrena) sola; 118; Andrena (Melandrena) sola Viereck,S. M. Fullerton,3 - March - III,21,1960,,,,,,W. E. LaBerge,,,118,LACMENT592276_“had_lbs”.jpg
81432367,United States of America,Greenlee,Arizona,Clifton,Andrena (Melandrena) sola; Andrena sola Vier. Timb. det.; Andrena (Melandrena) sola Viereck,J. J. duBois,3 - March - III,13,1940,,,,,,Bouseman & LaB.,,,3440 ft.,LACMENT592277_“had_lbs”.jpg
81432368,United States of America,Yolo,California,Davis,Andrena (Melandrena) sola; U.C.L.A.Coll. Accessioned L.A.C.M. 1965; Andrena (Melandrena) sola Viereck det. G.Bohart,U.C.L.A.,4 - April - IV,Not shown,Not shown,,,,,,"G. Bohart, Bouseman & LaB.",,,,LACMENT592278_“had_lbs”.jpg
81432370,United States of America,Los Angeles,California,Topanga,Andrena (Melandrena) sola; Andrena (Melandrena) sola Viereck,J.A.R.,3 - March - III,23,1960,,,,,,Bouseman & LaB.,1960,,,LACMENT592279_“had_lbs”.jpg
81432371,United States of America,Los Angeles,California,"Sepulveda Canyon, Santa Monica Mts.",Andrena (Melandrena) sola; Andrena (Melandrena) sola Viereck,Eric Fisher,3 - March - III,25,1962,,,,,,W. E. LaBerge,March 25 1962,,,LACMENT592280_“had_lbs”.jpg
81432373,United States of America,Santa Barbara,California,"Cachuma Camp, 2 mi NW",Andrena (Melandrena) sola; Andrena (Melandrena) sola Viereck,,5 - May - V,17,1976,,,,On flowers of Rhamnus californica,,W. E. LaBerge,,,,LACMENT592281_“had_lbs”.jpg
81432374,United States of America,Santa Barbara,California,"Figueroa Mtn. Cpgd., 2 mi E, Sta. Barbra Co.",Andrena (Melandrena) sola; d; Andrena (Melandrena) sola Viereck,S. Mandel,5 - May - V,18,1976,,,,On Flowers of Cryptantha Clevelandii,,W. E. LaBerge,18 / May / 1976,,,LACMENT592282_“had_lbs”.jpg
81432375,United States of America,Santa Barbara,California,"Figueroa Mtn. Cpgd., 2 mi E",Andrena (Melandrena) sola; f; Andrena (Melandrena) sola Viereck,S. Mandel,5 - May - V,18,1976,,,,on flrs. Cryptantha clevelandii,,W. E. LaBerge,,♀,,LACMENT592283_“had_lbs”.jpg
81432376,United States of America,Mono,California,Leavitt Mdw.,Andrena (Melandrena) transnigra; U.C.L.A.Coll. Accessioned L.A.C.M. 1965; Andrena transnigra,N. W. Frazier,6 - June - VI,26,1937,,,,,,G. E. Bohart,IV / 26 / 1937,,,LACMENT592284_had_lbs.jpg
81432378,Unknown Country,,,,Andrena (Melandrena) transnigra; Andrena (Melandrena) transnigra Viereck; second image,,Not shown,Not shown,Not shown,,,,,,Bouseman & LaB.,,,,LACMENT592284(2)_had_lbs.jpg
81432379,United States of America,Mono,California,Sardine Crk.,,E. L. Silver,6 - June - VI,28,1951,3 - March - III,4,2022,,,Viet,,,"8500""",LACMENT592285_had_lbs.jpg
81432380,Unknown Country,,,,,,Not shown,Not shown,Not shown,,,,,,Bouseman & LaB.,,,,LACMENT592285(2)_had_lbs.jpg
81432382,United States of America,Josephine,Oregon,O'Brien,Andrena (Melandrena) transnigra; Andrena (Melandrena) transnigra Viereck,"R. R. Snelling, R. A. Snelling",6 - June - VI,6,1969,6 - June - VI,7,1969,,,Bouseman & LaB.,,,1400',LACMENT592286_had_lbs.jpg
81432385,United States of America,Alpine,California,Markleeville,Andrena (Melandrena) transnigra; Acc. 1057; Andrena (Melandrena) transnigra Viereck,R.P. Allen,5 - May - V,28,1957,,,,,,Bouseman & LaB.,,,5500 ft.,LACMENT592287_had_lbs.jpg
81432387,United States of America,Tuolumne,California,Strawberry L.,Andrena (Melandrena) transnigra; Andrena (Melandrena) transnigra Viereck,R. R. Snelling,6 - June - VI,17,1961,,,,,,Bouseman & LaB.,,,,LACMENT592288_had_lbs.jpg
81432391,United States of America,Alpine,California,Ebbetts Pass,Andrena (Melandrena) transnigra; Andrena (Melandrena) transnigra Viereck,G. I. Stage,6 - June - VI,23,1960,,,,,,Bouseman & LaB.,,,8730’,LACMENT592289_had_lbs.jpg
81432394,United States of America,Modoc,California,"Cedarville, 5.2 mi. NW",Andrena (Melandrena) transnigra; Andrena (Melandrena) transnigra Viereck,"R.R. Snelling, R.A. Snelling",6 - June - VI,13,1969,,,,On Allium sp.,,Bouseman & LaB.,,,"6,500'",LACMENT592290_had_lbs.jpg
81432396,United States of America,Modoc,California,"Cedarville, 5.2 mi. NW",Andrena (Melandrena) transnigra; Andrena (Melandrena) transnigra Viereck,RR & RA Snelling,6 - June - VI,13,1969,,,,,,Bouseman & LaB.,,,6500',LACMENT592291_had_lbs.jpg
81432399,United States of America,Modoc,California,"Cedarville, 5.2 mi. NW",Andrena (Melandrena) transnigra; Andrena (Melandrena) transnigra Viereck,RR & RA Snelling,6 - June - VI,13,1969,,,,On Allium sp.,,Bouseman & LaB.,13 June 1969,,6500',LACMENT592292_had_lbs.jpg
81432401,United States of America,Modoc,California,"Cedarville, 5.2 mi.NW",Andrena (Melandrena) transnigra; Andrena (Melandrena) transnigra Viereck,R. R. & R. A. Snelling,6 - June - VI,13,1969,,,,On Allium sp.,,Bouseman & LaB.,13 / June / 1969,,"6,500'",LACMENT592293_had_lbs.jpg
81432403,United States of America,Modoc,California,"Cedarville, 5.2 mi. NW",Andrena (Melandrena) transnigra; Andrena (Melandrena) transnigra Viereck,RR & RA Snelling,6 - June - VI,13,1969,,,,Allium sp.,,Bouseman & LaB.,13 June 1969,,6500',LACMENT592294_had_lbs.jpg
81432406,United States of America,Modoc,California,"Cedarville, 5.2 mi. NW",Andrena (Melandrena) transnigra; Andrena (Melandrena) transnigra Viereck,RR & RA Snelling,6 - June - VI,13,1969,6 - June - VI,13,1969,On Allium sp.,,Bouseman & LaB.,,,6500',LACMENT592295_had_lbs.jpg
81432408,United States of America,Modoc,California,"Cedarville, 5.2 mi.NW",Andrena (Melandrena) transnigra; Andrena (Melandrena) transnigra Viereck,RR & RA Snelling,6 - June - VI,13,1969,,,,On Allium sp.,,Bouseman & LaB.,,,6500',LACMENT592296_had_lbs.jpg
81432409,United States of America,Modoc,California,"Cedarville, 5.2 mi NW",Andrena (Melandrena) transnigra; Andrena (Melandrena) transnigra Viereck,RR & RA Snelling,6 - June - VI,13,1969,,,,,,Bouseman & LaB.,13 / June / 1969,,6500',LACMENT592297_had_lbs.jpg
81432410,United States of America,Modoc,California,"Cedarville, 5.2 mi.NW.",Andrena (Melandrena) transnigra; Andrena (Melandrena) transnigra Viereck,"R. R. Snelling, R. A. Snelling",6 - June - VI,12,1969,,,,,,Bouseman & LaB.,"June 2, 1969",,6500',LACMENT592298_had_lbs.jpg
81432411,United States of America,Modoc,California,"Cedarville, 5.2 mi.NW",Andrena (Melandrena) transnigra; Andrena (Melandrena) transnigra Viereck,RR & RA Snelling,6 - June - VI,13,1969,6 - June - VI,13,1969,On Allium sp.,,Bouseman & LaB.,"June 13, 1969",,6500',LACMENT592299_had_lbs.jpg
81432412,United States of America,Modoc,California,"Cedarville, 5.2 mi. NW",Andrena (Melandrena) transnigra; Andrena (Melandrena) transnigra Viereck,RR & RA Snelling,6 - June - VI,13,1969,,,,On Allium sp.,,Bouseman & LaB,not shown,,6500',LACMENT592300_had_lbs.jpg
81432413,United States of America,Modoc,California,"Cedarville, 5.2 mi.NW",Andrena (Melandrena) transnigra; Andrena (Melandrena) transnigra Viereck,RR & RA Snelling,6 - June - VI,13,1969,,,,On Allium sp.,,Bouseman & LaB.,,,6500',LACMENT592301_had_lbs.jpg
81432414,United States of America,Modoc,California,"Cedarville, 5.2 mi.NW",Andrena (Melandrena) transnigra; Andrena (Melandrena) transnigra Viereck,RR & RA Snelling,6 - June - VI,13,1969,,,,On Allium sp.,,Bouseman & LaB.,MISSING,,6500',LACMENT592302_had_lbs.jpg
81432415,United States of America,Modoc,California,"Cedarville, 5.2 mi.NW",Andrena (Melandrena) transnigra; Andrena (Melandrena) transnigra Viereck,RR & RA Snelling,6 - June - VI,13,1969,,,,On Allium sp.,,Bouseman & LaB.,1969,,6500',LACMENT592303_had_lbs.jpg
81432416,United States of America,Modoc,California,"Cedarville, 5.2 mi.NW",,RR & RA Snelling,6 - June - VI,13,1969,6 - June - VI,13,1969,On Allium sp.,,Bouseman & LaB.,6/13/1969,,6500',LACMENT592304_had_lbs.jpg
81432417,United States of America,Modoc,California,"Cedarville, 5.2 mi. NW",Andrena (Melandrena) transnigra; Andrena (Melandrena) transnigra Viereck,R. R. & R. A. Snelling,6 - June - VI,13,1969,,,,On Allium sp.,,Bouseman & LaB.,13 / June / 1969,,"6,500'",LACMENT592305_had_lbs.jpg
81432418,United States of America,Modoc,California,"Cedarville, 5.2 mi. NW",Andrena (Melandrena) transnigra; Andrena (Melandrena) transnigra Viereck,RR & RA Snelling,6 - June - VI,13,1969,,,,On Allium sp.,,Bouseman & LaB.,,,6500’,LACMENT592306_had_lbs.jpg
81432419,United States of America,Mono,California,Whiskey Creek,Andrena (Melandrena) transnigra; Andrena (Melandrena) transnigra Viereck,C. A. Fleschner,6 - June - VI,24,1938,,,,,,Bouseman & LaB.,,,,LACMENT592307_had_lbs.jpg
81432420,United States of America,Mono,California,Whiskey Crook,Andrena (Melandrena) transnigra; Andrena (Melandrena) transnigra Viereck,C. A. Flaschner,6 - June - VI,24,1938,,,,,,Bouseman & LaB.,24 / June / 1938,,,LACMENT592308_had_lbs.jpg
81432421,United States of America,Mono,California,Whiskey Creek,Andrena (Melandrena) transnigra; Andrena (Melandrena) transnigra Viereck,C.A. Fleschner,6 - June - VI,24,1938,,,,,,Bouseman & LaB.,,,,LACMENT592309_had_lbs.jpg
81432422,United States of America,Mono,California,Whiskey Creek,Andrena (Melandrena) transnigra; Andrena (Melandrena) transnigra Viereck,C. A. Fleschner,6 - June - VI,24,1938,,,,,,Bouseman & LaB.,,,,LACMENT592310_had_lbs.jpg
81432423,United States of America,Alpine,California,Ebbetts Pass,Andrena (Melandrena) transnigra; Andrena (Melandrena) transnigra Viereck,G. I. Stage,6 - June - VI,23,1960,,,,,,Bouseman & LaB,1960,,8730',LACMENT592311_had_lbs.jpg
81432424,United States of America,Alpine,California,Ebbetts Pass,Andrena (Melandrena) transnigra; Andrena (Melandrena) transnigra Viereck,G. I. Stage,6 - June - VI,23,1960,,,,,,Bouseman & LaB.,,,8730’,LACMENT592312_had_lbs.jpg
81432425,United States of America,Alpine,California,Ebbetts Pass,Andrena (Melandrena) transnigra; Andrena (Melandrena) transnigra Viereck,G. I. Stage,6 - June - VI,23,1960,,,,,,Bouseman & LaB.,,,8730',LACMENT592313_had_lbs.jpg
81432426,United States of America,,California,Sonora Pass,Andrena (Melandrena) transnigra; U.C.L.A.Coll. Accessioned L.A.C.M. 1965; Andrena t. transnigra Viereck det. PH Timberlake; Andrena (Melandrena) transnigra Viereck,E. L. Silver,7 - July - VII,11,1951,,,,,,"PH Timberlake, Bouseman & LaB.",,,9-10000,LACMENT592314_had_lbs.jpg
81432427,United States of America,Nevada,California,nr. Hobart Mills,Andrena (Melandrena) transnigra; Andrena (Melandrena) transnigra Viereck,R.L. Westcott,6 - June - VI,23,1962,,,,,,W. E. LaBerge,,,,LACMENT592316_had_lbs.jpg
81432428,United States of America,Nevada,California,nr. Hobart Mills,Andrena (Melandrena) transnigra; Andrena (Melandrena) transnigra Viereck,R.L. Westcott,6 - June - VI,23,1962,,,,,,W. E. LaBerge,,,,LACMENT592317_had_lbs.jpg
81432429,United States of America,Nevada,California,nr. Hobart Mills,Andrena (Melandrena) transnigra; Andrena (Melandrena) transnigra Viereck,R.L. Westcott,6 - June - VI,23,1962,,,,,,W. E. LaBerge,1962,,,LACMENT592318_had_lbs.jpg
81432431,United States of America,Nevada,California,nr. Hobart Mills,Andrena (Melandrena) transnigra; Andrena (Melandrena) transnigra Viereck,R.L. Westcott,6 - June - VI,18,1962,,,,,,W.E. LaBerge,,,,LACMENT592319_had_lbs.jpg
81432432,United States of America,Nevada,California,Nr . Hobart Mills,Andrena (Melandrena) transnigra; Andrena (Melandrena) transnigra Viereck,R. L. Westcott,6 - June - VI,23,1962,,,,,,W. E. LaBerge,VI / 23 / 1962,,,LACMENT592320_had_lbs.jpg
81432434,United States of America,Nevada,California,Nr. Hobart Mills,Andrena (Melandrena) transnigra; Andrena (Melandrena) transnigra Viereck,R.L. Westcott,6 - June - VI,18,1962,,,,not shown,,W. E. LaBerge,1962,,,LACMENT592321_had_lbs.jpg
81432436,United States of America,Nevada,California,nr . Hobart Mills,Andrena (Melandrena) transnigra; Andrena (Melandrena) transnigra Viereck,R. L. Westcott,6 - June - VI,23,1962,,,,,,W. E. LaBerge,VI / 23 / 1962,,,LACMENT592322_had_lbs.jpg
81432437,United States of America,Nevada,California,nr. Hobart Mills,Andrena (Melandrena) transnigra; Andrena (Melandrena) transnigra Viereck,R.L. Westcott,6 - June - VI,23,1962,6 - June - VI,23,1962,transnigra,,W. E. LaBerge,6/23/1962,,,LACMENT592323_had_lbs.jpg
81432439,United States of America,Nevada,California,nr. Hobart Mills,Andrena (Melandrena) transnigra; Andrena (Melandrena) transnigra Viereck,R. L. Westcott,6 - June - VI,23,1962,,,,,,W. E. LaBerge,1962,,not recorded,LACMENT592324_had_lbs.jpg
81432440,United States of America,Nevada,California,nr. Hobart Mills,Andrena (Melandrena) transnigra; Andrena (Melandrena) transnigra Viereck,R. L. Westcott,6 - June - VI,23,1962,,,,,,W. E. LaBerge,,,,LACMENT592325_had_lbs.jpg
81432441,United States of America,Tuolumne,California,Dardanelles,Andrena (Melandrena) transnigra; U.C.L.A.Coll. Accessioned L.A.C.M. 1965; Andrena t. transnigra Viereck det. PH Timberlake; Andrena (Melandrena) transnigra Viereck,E. L. Silver,6 - June - VI,26,1951,,,,,,Bouseman & LaB.,,,,LACMENT592326_had_lbs.jpg
81432442,United States of America,Tuolumne,California,Dardanelles,Andrena (Melandrena) transnigra; Acc. 1036; Andrena transnigra Viereck det. Timberlake; Andrena (Melandrena) transnigra Viereck,D. P. Lawfer,6 - June - VI,26,1951,,,,,,"Timberlake, Bouseman & LaB.",,♀,,LACMENT592327_had_lbs.jpg
81432443,United States of America,Marin,California,1 mi. SE Inverness,Andrena (Melandrena) transnigra; Andrena (Melandrena) transnigra Viereck,C.W.O'Brien,5 - May - V,7,1961,,,,,,W. E. LaBerge,,,,LACMENT592328_had_lbs.jpg
